0 1 0.0215354
1 2 0.226587
2 3 0.031356
3 4 0.0847844
4 5 0.115088
5 6 0.176427
6 7 0.268958
7 8 0.0489045
8 9 0.0381524
9 10 0.199522
10 11 0.0712377
11 12 0.190943
12 13 0.200459
13 14 0.0718471
14 15 0.213367
15 16 0.283738
16 17 0.219674
17 18 0.0831219
18 19 0.117288
19 20 0.230183
20 21 0.234197
21 22 0.218248
22 23 0.299625
23 24 0.154169
24 25 0.328209
25 26 0.249637
26 27 0.115702
27 28 0.0739465
28 29 0.153736
29 30 0.132993
30 31 0.093475
31 32 0.269148
32 33 0.36645
33 34 0.191185
34 35 0.199522
35 36 0.225811
36 37 0.314865
37 38 0.199522
38 39 0.0804868
39 40 0.0753211
40 41 0.125012
41 42 0.469423
42 43 0.212981
43 44 0.321697
44 45 0.355876
45 46 0.16923
46 47 0.257844
47 48 0.108436
48 49 0.0496078
49 50 0.0894506
50 51 0.406587
51 52 0.0171296
52 53 0.338261
53 54 0.201328
54 55 0.326842
55 56 0.246143
56 57 0.190074
57 58 0.0227649
58 59 0.416508
59 60 0.283499
60 61 0.270941
61 62 0.141495
62 63 0.694668
63 64 0.180078
64 65 0.156148
65 66 0.328938
66 67 0.378886
67 68 0.343496
68 69 0.561504
69 70 0.236299
70 71 0.466282
71 72 0.259117
72 73 0.347528
73 74 0.368663
74 75 0.323237
75 76 0.330616
76 77 0.522592
77 78 0.17904
78 79 0.0469233
79 80 0.324491
80 81 0.241929
81 82 0.304452
82 83 0.178281
83 84 0.178255
84 85 0.511255
85 86 0.406543
86 87 0.238672
87 88 0.632835
88 89 0.240082
89 90 0.0655713
90 91 0.26952
91 92 0.153759
92 93 0.228124
93 94 0.112633
94 95 0.0996905
95 96 0.252973
96 97 0.153157
97 98 0.2052
98 99 0.233686
99 100 0.0522242
100 101 0.759159
101 102 0.296813
102 103 0.130099
103 104 0.259717
104 105 0.284114
105 106 0.369031
106 107 0.555541
107 108 0.494719
108 109 0.358136
109 110 0.435282
110 111 0.270605
111 112 0.0872735
112 113 0.166011
113 114 0.315831
114 115 0.710525
115 116 0.526945
116 117 0.163527
117 118 0.337396
118 119 0.520043
119 120 0.347517
120 121 0.285675
121 122 0.516082
122 123 0.593129
123 124 0.175648
124 125 0.291401
125 126 0.318204
126 127 0.154896
127 128 0.231634
128 129 0.162281
129 130 0.507131
130 131 0.501439
131 132 0.280701
132 133 0.244445
133 134 0.244568
134 135 0.533341
135 136 0.457871
136 137 0.736008
137 138 0.273909
138 139 0.283122
139 140 0.211741
140 141 0.424686
141 142 0.517157
142 143 0.296813
143 144 0.296624
144 145 0.557736
145 146 0.46135
146 147 0.282749
147 148 0.188894
148 149 0.724029
149 150 0.394598
